,pubmed_id,ref_type,review_doi,pmc
62,22488240,additional,10.1002/14651858.CD010775.pub2,
63,8163988,additional,10.1002/14651858.CD010775.pub2,
64,12133659,additional,10.1002/14651858.CD010775.pub2,
65,23871492,additional,10.1002/14651858.CD010775.pub2,3906607.0
66,16237129,additional,10.1002/14651858.CD010775.pub2,
67,6610841,additional,10.1002/14651858.CD010775.pub2,
68,8232972,additional,10.1002/14651858.CD010775.pub2,
69,15817019,additional,10.1002/14651858.CD010775.pub2,
70,24944261,additional,10.1002/14651858.CD010775.pub2,
71,17975326,additional,10.1002/14651858.CD010775.pub2,
72,16168343,additional,10.1002/14651858.CD010775.pub2,
73,8094895,additional,10.1002/14651858.CD010775.pub2,
74,15961549,additional,10.1002/14651858.CD010775.pub2,
75,19567898,additional,10.1002/14651858.CD010775.pub2,
76,22007046,additional,10.1002/14651858.CD010775.pub2,
77,21075596,additional,10.1002/14651858.CD010775.pub2,
78,18727147,additional,10.1002/14651858.CD010775.pub2,
79,22879115,excluded,10.1002/14651858.CD010775.pub2,
80,22797211,excluded,10.1002/14651858.CD010775.pub2,
81,20141536,excluded,10.1002/14651858.CD010775.pub2,
82,20101272,excluded,10.1002/14651858.CD010775.pub2,
83,22298207,excluded,10.1002/14651858.CD010775.pub2,
84,18850670,excluded,10.1002/14651858.CD010775.pub2,
85,22581594,excluded,10.1002/14651858.CD010775.pub2,
86,15817019,excluded,10.1002/14651858.CD010775.pub2,
87,21229776,excluded,10.1002/14651858.CD010775.pub2,
88,22152127,excluded,10.1002/14651858.CD010775.pub2,
89,19299299,included,10.1002/14651858.CD009175.pub2,
90,11556595,included,10.1002/14651858.CD009175.pub2,
91,17128838,included,10.1002/14651858.CD009175.pub2,
92,21596845,included,10.1002/14651858.CD009175.pub2,
93,21123487,included,10.1002/14651858.CD009175.pub2,
94,11303262,included,10.1002/14651858.CD009175.pub2,
95,16627487,included,10.1002/14651858.CD009175.pub2,
96,21749775,additional,10.1002/14651858.CD009175.pub2,3358208.0
97,21903691,additional,10.1002/14651858.CD009175.pub2,
98,15239917,additional,10.1002/14651858.CD009175.pub2,
99,21311941,additional,10.1002/14651858.CD009175.pub2,
100,17656505,additional,10.1002/14651858.CD009175.pub2,
101,16085191,additional,10.1002/14651858.CD009175.pub2,
102,16308213,additional,10.1002/14651858.CD009175.pub2,
103,19765022,additional,10.1002/14651858.CD009175.pub2,
104,10443789,additional,10.1002/14651858.CD009175.pub2,
105,15708101,additional,10.1002/14651858.CD009175.pub2,
106,11979130,additional,10.1002/14651858.CD009175.pub2,
107,12014540,additional,10.1002/14651858.CD009175.pub2,
108,15316497,additional,10.1002/14651858.CD009175.pub2,
109,17532837,additional,10.1002/14651858.CD009175.pub2,
110,15207063,additional,10.1002/14651858.CD009175.pub2,3323183.0
111,19075208,additional,10.1002/14651858.CD009175.pub2,
112,16819619,additional,10.1002/14651858.CD009175.pub2,
113,20526788,additional,10.1002/14651858.CD009175.pub2,
114,17954691,additional,10.1002/14651858.CD009175.pub2,
115,20614439,additional,10.1002/14651858.CD009175.pub2,
116,18547431,additional,10.1002/14651858.CD009175.pub2,2446399.0
117,16398873,additional,10.1002/14651858.CD009175.pub2,
118,17881549,additional,10.1002/14651858.CD009175.pub2,
119,10691195,additional,10.1002/14651858.CD009175.pub2,
120,626517,additional,10.1002/14651858.CD009175.pub2,
121,19331586,additional,10.1002/14651858.CD009175.pub2,
122,18060396,additional,10.1002/14651858.CD009175.pub2,2254473.0
123,20132979,additional,10.1002/14651858.CD009175.pub2,
124,19439072,additional,10.1002/14651858.CD009175.pub2,2689234.0
125,12740268,additional,10.1002/14651858.CD009175.pub2,
126,22106216,additional,10.1002/14651858.CD009175.pub2,
127,22110297,excluded,10.1002/14651858.CD009175.pub2,
128,20963506,excluded,10.1002/14651858.CD009175.pub2,
129,22305177,excluded,10.1002/14651858.CD009175.pub2,3310468.0
130,9579443,included,10.1002/14651858.CD011984,
131,9642606,included,10.1002/14651858.CD011984,
132,9914599,included,10.1002/14651858.CD011984,
133,10521756,included,10.1002/14651858.CD011984,
134,10831986,included,10.1002/14651858.CD011984,
135,9793975,included,10.1002/14651858.CD011984,
136,10585342,included,10.1002/14651858.CD011984,
137,10327141,included,10.1002/14651858.CD011984,
138,11084551,included,10.1002/14651858.CD011984,
139,7479592,included,10.1002/14651858.CD011984,
140,9467807,included,10.1002/14651858.CD011984,
141,9467809,included,10.1002/14651858.CD011984,
142,10327140,included,10.1002/14651858.CD011984,
143,7534925,included,10.1002/14651858.CD011984,
144,7479593,included,10.1002/14651858.CD011984,
145,10521815,included,10.1002/14651858.CD011984,
146,10521814,included,10.1002/14651858.CD011984,
147,10389728,included,10.1002/14651858.CD011984,
148,9933818,included,10.1002/14651858.CD011984,
149,10215073,included,10.1002/14651858.CD011984,
150,10469716,included,10.1002/14651858.CD011984,
151,9178314,included,10.1002/14651858.CD011984,
152,14709646,included,10.1002/14651858.CD011984,
153,8843469,included,10.1002/14651858.CD011984,
154,16104673,included,10.1002/14651858.CD011984,
155,15198778,included,10.1002/14651858.CD011984,
156,14746340,included,10.1002/14651858.CD011984,
157,12709291,included,10.1002/14651858.CD011984,
158,11113909,included,10.1002/14651858.CD011984,
159,22696388,additional,10.1002/14651858.CD011984,
160,7503590,additional,10.1002/14651858.CD011984,
161,2447576,additional,10.1002/14651858.CD011984,
162,12511463,additional,10.1002/14651858.CD011984,
163,10585342,additional,10.1002/14651858.CD011984,
164,1699417,additional,10.1002/14651858.CD011984,
165,7692430,additional,10.1002/14651858.CD011984,
166,10546775,additional,10.1002/14651858.CD011984,
167,12709291,additional,10.1002/14651858.CD011984,
168,7617577,additional,10.1002/14651858.CD011984,
169,14606960,additional,10.1002/14651858.CD011984,305345.0
170,7647060,excluded,10.1002/14651858.CD011984,
171,10327138,excluded,10.1002/14651858.CD011984,
172,10505009,excluded,10.1002/14651858.CD011984,
173,8284287,excluded,10.1002/14651858.CD011984,
174,8953641,excluded,10.1002/14651858.CD011984,
175,8606718,excluded,10.1002/14651858.CD011984,
176,11506458,excluded,10.1002/14651858.CD011984,
177,9854718,excluded,10.1002/14651858.CD011984,
178,15512289,excluded,10.1002/14651858.CD011984,
179,2436476,excluded,10.1002/14651858.CD011984,
180,11489221,excluded,10.1002/14651858.CD011984,
181,16757918,excluded,10.1002/14651858.CD011984,
182,12114910,excluded,10.1002/14651858.CD011984,
183,16916050,excluded,10.1002/14651858.CD011984,
184,7485301,excluded,10.1002/14651858.CD011984,
185,8885729,excluded,10.1002/14651858.CD011984,
186,9988824,excluded,10.1002/14651858.CD011984,
187,11967511,excluded,10.1002/14651858.CD011984,
188,12769200,excluded,10.1002/14651858.CD011984,
189,11432115,excluded,10.1002/14651858.CD011984,
190,8994246,excluded,10.1002/14651858.CD011984,
191,8750293,excluded,10.1002/14651858.CD011984,
192,2971018,excluded,10.1002/14651858.CD011984,
193,7681977,excluded,10.1002/14651858.CD011984,
194,1709481,excluded,10.1002/14651858.CD011984,
195,15590454,excluded,10.1002/14651858.CD011984,
196,9556293,excluded,10.1002/14651858.CD011984,
197,15905286,excluded,10.1002/14651858.CD011984,
198,7544068,excluded,10.1002/14651858.CD011984,
199,8706425,excluded,10.1002/14651858.CD011984,
200,9023136,excluded,10.1002/14651858.CD011984,
201,9602476,excluded,10.1002/14651858.CD011984,
202,11180240,excluded,10.1002/14651858.CD011984,
203,12468159,excluded,10.1002/14651858.CD011984,
204,12636947,excluded,10.1002/14651858.CD011984,
205,12642040,excluded,10.1002/14651858.CD011984,
206,16049988,excluded,10.1002/14651858.CD011984,
207,16388325,excluded,10.1002/14651858.CD011984,
208,7544898,excluded,10.1002/14651858.CD011984,
209,9236646,excluded,10.1002/14651858.CD011984,
210,7528054,excluded,10.1002/14651858.CD011984,
211,12575025,excluded,10.1002/14651858.CD011984,
212,15229849,excluded,10.1002/14651858.CD011984,
213,15042005,excluded,10.1002/14651858.CD011984,
214,12370606,excluded,10.1002/14651858.CD011984,
215,10210119,excluded,10.1002/14651858.CD011984,
216,2475015,excluded,10.1002/14651858.CD011984,
217,12635737,excluded,10.1002/14651858.CD011984,
218,7850598,excluded,10.1002/14651858.CD011984,
219,9363213,excluded,10.1002/14651858.CD011984,
220,8575349,excluded,10.1002/14651858.CD011984,
221,7530490,excluded,10.1002/14651858.CD011984,
222,1694994,excluded,10.1002/14651858.CD011984,
223,11678558,excluded,10.1002/14651858.CD011984,
224,2968116,excluded,10.1002/14651858.CD011984,
225,7479592,excluded,10.1002/14651858.CD011984,
226,12211655,excluded,10.1002/14651858.CD011984,
227,9706649,excluded,10.1002/14651858.CD011984,
228,1722478,excluded,10.1002/14651858.CD011984,
229,10907617,excluded,10.1002/14651858.CD011984,
230,12124691,excluded,10.1002/14651858.CD011984,
231,14974113,excluded,10.1002/14651858.CD011984,
232,7677967,excluded,10.1002/14651858.CD011984,
233,10521822,excluded,10.1002/14651858.CD011984,
234,14698823,excluded,10.1002/14651858.CD011984,
235,14981387,excluded,10.1002/14651858.CD011984,
236,12237660,excluded,10.1002/14651858.CD011984,
237,12001192,excluded,10.1002/14651858.CD011984,
238,17154235,excluded,10.1002/14651858.CD011984,
239,9031840,excluded,10.1002/14651858.CD011984,
240,12383528,excluded,10.1002/14651858.CD011984,
241,16949423,excluded,10.1002/14651858.CD011984,
242,9618713,excluded,10.1002/14651858.CD011984,
243,1712100,excluded,10.1002/14651858.CD011984,
244,7685092,excluded,10.1002/14651858.CD011984,
245,8953638,excluded,10.1002/14651858.CD011984,
246,11920904,excluded,10.1002/14651858.CD011984,
247,2437951,excluded,10.1002/14651858.CD011984,
248,2447932,excluded,10.1002/14651858.CD011984,
249,1692234,excluded,10.1002/14651858.CD011984,
250,8994244,excluded,10.1002/14651858.CD011984,
251,10416964,excluded,10.1002/14651858.CD011984,
252,10416963,excluded,10.1002/14651858.CD011984,
253,2274489,excluded,10.1002/14651858.CD011984,
254,15448323,excluded,10.1002/14651858.CD011984,
255,9476319,excluded,10.1002/14651858.CD011984,
256,10327142,excluded,10.1002/14651858.CD011984,
257,11126167,excluded,10.1002/14651858.CD011984,
258,10360515,excluded,10.1002/14651858.CD011984,
259,11400939,excluded,10.1002/14651858.CD011984,
260,7524245,excluded,10.1002/14651858.CD011984,
261,2439909,excluded,10.1002/14651858.CD011984,
262,2418684,excluded,10.1002/14651858.CD011984,
263,8894623,excluded,10.1002/14651858.CD011984,
264,8719716,excluded,10.1002/14651858.CD011984,
265,12521697,excluded,10.1002/14651858.CD011984,
266,9442163,excluded,10.1002/14651858.CD011984,
267,15043467,excluded,10.1002/14651858.CD011984,
268,8796802,excluded,10.1002/14651858.CD011984,
269,16163740,excluded,10.1002/14651858.CD011984,
270,16526003,excluded,10.1002/14651858.CD011984,
271,9746377,excluded,10.1002/14651858.CD011984,
272,9207822,excluded,10.1002/14651858.CD011984,
273,11130099,excluded,10.1002/14651858.CD011984,
274,9516012,excluded,10.1002/14651858.CD011984,
275,8719150,excluded,10.1002/14651858.CD011984,
276,15557305,excluded,10.1002/14651858.CD011984,
277,7521964,excluded,10.1002/14651858.CD011984,
278,11893436,excluded,10.1002/14651858.CD011984,
279,15262353,excluded,10.1002/14651858.CD011984,
280,15340255,excluded,10.1002/14651858.CD011984,
281,16569298,excluded,10.1002/14651858.CD011984,
282,16710884,excluded,10.1002/14651858.CD011984,
283,8750292,excluded,10.1002/14651858.CD011984,
284,11180243,excluded,10.1002/14651858.CD011984,
285,1379344,excluded,10.1002/14651858.CD011984,
286,8590203,excluded,10.1002/14651858.CD011984,
287,9793970,excluded,10.1002/14651858.CD011984,
288,16390612,excluded,10.1002/14651858.CD011984,
289,16638584,excluded,10.1002/14651858.CD011984,
290,7537878,excluded,10.1002/14651858.CD011984,
291,8645653,excluded,10.1002/14651858.CD011984,
292,9218949,excluded,10.1002/14651858.CD011984,
293,8751737,excluded,10.1002/14651858.CD011984,
294,11038452,excluded,10.1002/14651858.CD011984,
295,12711876,excluded,10.1002/14651858.CD011984,
296,1494541,excluded,10.1002/14651858.CD011984,
297,2412442,excluded,10.1002/14651858.CD011984,
298,2426637,excluded,10.1002/14651858.CD011984,
299,8179549,excluded,10.1002/14651858.CD011984,
300,1375379,excluded,10.1002/14651858.CD011984,
301,10698877,excluded,10.1002/14651858.CD011984,
302,1717638,excluded,10.1002/14651858.CD011984,
303,10493028,excluded,10.1002/14651858.CD011984,
304,9397608,excluded,10.1002/14651858.CD011984,
305,9849008,excluded,10.1002/14651858.CD011984,
306,10418204,excluded,10.1002/14651858.CD011984,
307,12575012,excluded,10.1002/14651858.CD011984,
308,15343592,excluded,10.1002/14651858.CD011984,
309,12615827,excluded,10.1002/14651858.CD011984,
310,15736183,excluded,10.1002/14651858.CD011984,
311,14698332,excluded,10.1002/14651858.CD011984,
312,7508624,excluded,10.1002/14651858.CD011984,
313,15503275,excluded,10.1002/14651858.CD011984,
314,15493716,excluded,10.1002/14651858.CD011984,
315,9031839,excluded,10.1002/14651858.CD011984,
316,1721715,excluded,10.1002/14651858.CD011984,
317,8420319,excluded,10.1002/14651858.CD011984,
318,10376859,excluded,10.1002/14651858.CD011984,
319,9654169,excluded,10.1002/14651858.CD011984,
320,11393125,excluded,10.1002/14651858.CD011984,
321,16394033,excluded,10.1002/14651858.CD011984,
322,10150964,excluded,10.1002/14651858.CD011984,
323,15148450,excluded,10.1002/14651858.CD011984,
324,7485343,excluded,10.1002/14651858.CD011984,
325,7534448,excluded,10.1002/14651858.CD011984,
326,9467810,excluded,10.1002/14651858.CD011984,
327,11373844,excluded,10.1002/14651858.CD011984,
328,16231402,excluded,10.1002/14651858.CD011984,
329,16601476,excluded,10.1002/14651858.CD011984,
330,8905893,excluded,10.1002/14651858.CD011984,
331,9061761,excluded,10.1002/14651858.CD011984,
332,9450880,excluded,10.1002/14651858.CD011984,
333,8623793,excluded,10.1002/14651858.CD011984,
334,16049986,excluded,10.1002/14651858.CD011984,
335,7685088,excluded,10.1002/14651858.CD011984,
336,9652180,excluded,10.1002/14651858.CD011984,
337,12948096,excluded,10.1002/14651858.CD011984,
338,16752438,excluded,10.1002/14651858.CD011984,
339,16892462,excluded,10.1002/14651858.CD011984,
340,9467806,excluded,10.1002/14651858.CD011984,
341,9664604,excluded,10.1002/14651858.CD011984,
342,10438437,excluded,10.1002/14651858.CD011984,
343,10360516,excluded,10.1002/14651858.CD011984,
344,10861714,excluded,10.1002/14651858.CD011984,
345,11536266,excluded,10.1002/14651858.CD011984,
346,8849760,excluded,10.1002/14651858.CD011984,
347,9578511,excluded,10.1002/14651858.CD011984,
348,15824504,excluded,10.1002/14651858.CD011984,
349,16354992,excluded,10.1002/14651858.CD011984,
350,8239901,excluded,10.1002/14651858.CD011984,
351,10682475,excluded,10.1002/14651858.CD011984,
352,11477806,excluded,10.1002/14651858.CD011984,
353,9639764,excluded,10.1002/14651858.CD011984,
354,11425838,excluded,10.1002/14651858.CD011984,
355,12478640,excluded,10.1002/14651858.CD011984,
356,2436735,excluded,10.1002/14651858.CD011984,
357,12905710,excluded,10.1002/14651858.CD011984,
358,2464931,excluded,10.1002/14651858.CD011984,
359,1701526,excluded,10.1002/14651858.CD011984,
360,7519773,excluded,10.1002/14651858.CD011984,
361,9178313,excluded,10.1002/14651858.CD011984,
362,1699417,excluded,10.1002/14651858.CD011984,
363,7514291,excluded,10.1002/14651858.CD011984,
364,8623786,excluded,10.1002/14651858.CD011984,
365,14672489,excluded,10.1002/14651858.CD011984,
366,11694739,excluded,10.1002/14651858.CD011984,
367,11278220,excluded,10.1002/14651858.CD011984,
368,11360284,excluded,10.1002/14651858.CD011984,
369,11925409,excluded,10.1002/14651858.CD011984,
370,14974121,excluded,10.1002/14651858.CD011984,
371,16231324,excluded,10.1002/14651858.CD011984,
372,8796771,excluded,10.1002/14651858.CD011984,
373,11901067,excluded,10.1002/14651858.CD011984,
374,6201071,excluded,10.1002/14651858.CD011984,
375,16240256,excluded,10.1002/14651858.CD011984,
376,11440550,excluded,10.1002/14651858.CD011984,
377,11896942,excluded,10.1002/14651858.CD011984,
378,10426620,excluded,10.1002/14651858.CD011984,
379,1710067,excluded,10.1002/14651858.CD011984,
380,2475017,excluded,10.1002/14651858.CD011984,
381,8823604,excluded,10.1002/14651858.CD011984,
382,12491624,excluded,10.1002/14651858.CD011984,
383,9813422,excluded,10.1002/14651858.CD011984,
384,10962045,excluded,10.1002/14651858.CD011984,
385,7518896,excluded,10.1002/14651858.CD011984,
386,7971765,excluded,10.1002/14651858.CD011984,
387,9031838,excluded,10.1002/14651858.CD011984,
388,10589070,excluded,10.1002/14651858.CD011984,
389,12424764,excluded,10.1002/14651858.CD011984,
390,12378579,excluded,10.1002/14651858.CD011984,
391,14691995,excluded,10.1002/14651858.CD011984,
392,12169818,excluded,10.1002/14651858.CD011984,
393,11019603,excluded,10.1002/14651858.CD011984,
394,2424639,excluded,10.1002/14651858.CD011984,
395,2151560,excluded,10.1002/14651858.CD011984,
396,8994247,excluded,10.1002/14651858.CD011984,
397,8821849,excluded,10.1002/14651858.CD011984,
398,15161720,excluded,10.1002/14651858.CD011984,
399,1503647,excluded,10.1002/14651858.CD011984,
400,15295343,excluded,10.1002/14651858.CD011984,
401,15844559,excluded,10.1002/14651858.CD011984,
402,16149258,excluded,10.1002/14651858.CD011984,
403,16363364,excluded,10.1002/14651858.CD011984,
404,16018135,excluded,10.1002/14651858.CD011984,
405,16013176,excluded,10.1002/14651858.CD011984,
406,11730770,excluded,10.1002/14651858.CD011984,
407,11920889,excluded,10.1002/14651858.CD011984,
408,12842057,excluded,10.1002/14651858.CD011984,
409,9197882,excluded,10.1002/14651858.CD011984,
410,1689225,excluded,10.1002/14651858.CD011984,
411,1438070,excluded,10.1002/14651858.CD011984,
412,9409857,excluded,10.1002/14651858.CD011984,
413,9052584,excluded,10.1002/14651858.CD011984,
414,15572481,excluded,10.1002/14651858.CD011984,
415,10589060,excluded,10.1002/14651858.CD011984,
416,2467833,excluded,10.1002/14651858.CD011984,
417,8878280,excluded,10.1002/14651858.CD011984,
418,9793980,excluded,10.1002/14651858.CD011984,
419,11152330,excluded,10.1002/14651858.CD011984,
420,12210583,excluded,10.1002/14651858.CD011984,
421,9866951,excluded,10.1002/14651858.CD011984,
422,2467563,excluded,10.1002/14651858.CD011984,
423,7682315,excluded,10.1002/14651858.CD011984,
424,7514290,excluded,10.1002/14651858.CD011984,
425,8861045,excluded,10.1002/14651858.CD011984,
426,15961547,excluded,10.1002/14651858.CD011984,
427,11728495,excluded,10.1002/14651858.CD011984,
428,8058241,excluded,10.1002/14651858.CD011984,
429,7540431,excluded,10.1002/14651858.CD011984,
430,11844168,excluded,10.1002/14651858.CD011984,
431,15816008,excluded,10.1002/14651858.CD011984,
432,10916570,excluded,10.1002/14651858.CD011984,
433,11870138,excluded,10.1002/14651858.CD011984,
434,9801929,excluded,10.1002/14651858.CD011984,
435,10730073,excluded,10.1002/14651858.CD011984,
436,2531546,excluded,10.1002/14651858.CD011984,
437,1379701,excluded,10.1002/14651858.CD011984,
438,14620889,excluded,10.1002/14651858.CD011984,
439,15458882,excluded,10.1002/14651858.CD011984,
440,8537858,excluded,10.1002/14651858.CD011984,
441,12378577,excluded,10.1002/14651858.CD011984,
442,14723746,excluded,10.1002/14651858.CD011984,
443,9688417,excluded,10.1002/14651858.CD011984,
444,10719325,excluded,10.1002/14651858.CD011984,
445,11821299,excluded,10.1002/14651858.CD011984,
446,15027009,excluded,10.1002/14651858.CD011984,
447,9572446,excluded,10.1002/14651858.CD011984,
448,2151180,excluded,10.1002/14651858.CD011984,
449,9166801,excluded,10.1002/14651858.CD011984,
450,8821850,excluded,10.1002/14651858.CD011984,
451,15791658,excluded,10.1002/14651858.CD011984,
452,7612531,excluded,10.1002/14651858.CD011984,
453,1713290,excluded,10.1002/14651858.CD011984,
454,12868091,excluded,10.1002/14651858.CD011984,
455,9086517,excluded,10.1002/14651858.CD011984,
456,8623792,excluded,10.1002/14651858.CD011984,
457,9987687,excluded,10.1002/14651858.CD011984,
458,16723105,excluded,10.1002/14651858.CD011984,
459,12378572,excluded,10.1002/14651858.CD011984,
460,1377388,excluded,10.1002/14651858.CD011984,
461,11494290,excluded,10.1002/14651858.CD011984,
462,14618657,excluded,10.1002/14651858.CD011984,
463,9369838,excluded,10.1002/14651858.CD011984,
464,11844204,excluded,10.1002/14651858.CD011984,
465,9351405,excluded,10.1002/14651858.CD011984,
466,15912479,excluded,10.1002/14651858.CD011984,
467,8968237,excluded,10.1002/14651858.CD011984,
468,8372077,excluded,10.1002/14651858.CD011984,
469,17042034,excluded,10.1002/14651858.CD011984,
470,9556045,excluded,10.1002/14651858.CD011984,
471,7677679,excluded,10.1002/14651858.CD011984,
472,8529948,excluded,10.1002/14651858.CD011984,
473,12575027,excluded,10.1002/14651858.CD011984,
474,2470844,excluded,10.1002/14651858.CD011984,
475,12913867,excluded,10.1002/14651858.CD011984,
476,2428249,excluded,10.1002/14651858.CD011984,
477,10426638,excluded,10.1002/14651858.CD011984,
478,11209176,excluded,10.1002/14651858.CD011984,
479,8579773,excluded,10.1002/14651858.CD011984,
480,10204206,excluded,10.1002/14651858.CD011984,
481,16601335,excluded,10.1002/14651858.CD011984,
482,9790381,excluded,10.1002/14651858.CD011984,
483,12858295,excluded,10.1002/14651858.CD011984,
484,2408699,excluded,10.1002/14651858.CD011984,
485,1710952,excluded,10.1002/14651858.CD011984,
486,1831336,excluded,10.1002/14651858.CD011984,
487,1280026,excluded,10.1002/14651858.CD011984,
488,7693095,excluded,10.1002/14651858.CD011984,
489,7684957,excluded,10.1002/14651858.CD011984,
490,8466163,excluded,10.1002/14651858.CD011984,
491,7691041,excluded,10.1002/14651858.CD011984,
492,7678369,excluded,10.1002/14651858.CD011984,
493,7537879,excluded,10.1002/14651858.CD011984,
494,8994245,excluded,10.1002/14651858.CD011984,
495,9203211,excluded,10.1002/14651858.CD011984,
496,9556039,excluded,10.1002/14651858.CD011984,
497,9799767,excluded,10.1002/14651858.CD011984,
498,10609723,excluded,10.1002/14651858.CD011984,
499,10370769,excluded,10.1002/14651858.CD011984,
500,10740204,excluded,10.1002/14651858.CD011984,
501,10694680,excluded,10.1002/14651858.CD011984,
502,10589062,excluded,10.1002/14651858.CD011984,
503,11038455,excluded,10.1002/14651858.CD011984,
504,10951475,excluded,10.1002/14651858.CD011984,
505,10861715,excluded,10.1002/14651858.CD011984,
506,10820406,excluded,10.1002/14651858.CD011984,
507,10951476,excluded,10.1002/14651858.CD011984,
508,10951481,excluded,10.1002/14651858.CD011984,
509,11702835,excluded,10.1002/14651858.CD011984,
510,11559905,excluded,10.1002/14651858.CD011984,
511,11438945,excluded,10.1002/14651858.CD011984,
512,11288115,excluded,10.1002/14651858.CD011984,
513,11559904,excluded,10.1002/14651858.CD011984,
514,12378569,excluded,10.1002/14651858.CD011984,
515,11920903,excluded,10.1002/14651858.CD011984,
516,12378574,excluded,10.1002/14651858.CD011984,
517,12564838,excluded,10.1002/14651858.CD011984,
518,12803832,excluded,10.1002/14651858.CD011984,
519,12662405,excluded,10.1002/14651858.CD011984,
520,14558032,excluded,10.1002/14651858.CD011984,
521,15057947,excluded,10.1002/14651858.CD011984,
522,16088864,excluded,10.1002/14651858.CD011984,
523,15906426,excluded,10.1002/14651858.CD011984,
524,15802030,excluded,10.1002/14651858.CD011984,
525,10327139,excluded,10.1002/14651858.CD011984,
526,11810642,excluded,10.1002/14651858.CD011984,
527,7552826,excluded,10.1002/14651858.CD011984,
528,1694288,excluded,10.1002/14651858.CD011984,
529,14561260,excluded,10.1002/14651858.CD011984,
530,12798540,excluded,10.1002/14651858.CD011984,
531,16088196,excluded,10.1002/14651858.CD011984,
532,15057952,excluded,10.1002/14651858.CD011984,
533,2441737,excluded,10.1002/14651858.CD011984,
534,10406664,excluded,10.1002/14651858.CD011984,
535,9744055,excluded,10.1002/14651858.CD011984,
536,10341398,excluded,10.1002/14651858.CD011984,
537,11803210,excluded,10.1002/14651858.CD011984,
538,9064624,excluded,10.1002/14651858.CD011984,
539,11432311,excluded,10.1002/14651858.CD011984,
540,8783867,excluded,10.1002/14651858.CD011984,
541,1287642,excluded,10.1002/14651858.CD011984,
